Unnamed: 0,name,description,reviews,rating,website,featured_image,ranking,address,latitude,longitude,reviews_per_rating,review_keywords,price_range,city,destinationType,TAG,country,Topic
26,Al Nafourah Garden,"Escape the buzz of the city, and relax with a light refreshment and hubbly bubbly at Al Nafourah Garden, our stunning outdoor venue that is also famous for its delicious range of hot and cold Middle Eastern light bites and refreshing blended beverages. It is the perfect location to chill out and enjoy a snack or cool drink after a busy day exploring everything Doha has to offer.",2053,5.0,https://www.hyattrestaurants.com/en/dining/qatar/doha/lebanese-restaurant-in-doha-s-business-district-al-nafourah-garden,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/e2/9f/83/al-nafourah-garden.jpg,"{""current_rank"": 1, ""total"": 1658}","Airport Street, Doha Qatar",25.268171,51.553394,"{""1"": 13, ""2"": 13, ""3"": 27, ""4"": 81, ""5"": 1919}","[""hummus"", ""nice shisha"", ""mr anwar"", ""live football"", ""nice service"", ""nice restaurant"", ""taking care"", ""arabic food"", ""amazing place"", ""his team"", ""many thanks"", ""special thanks"", ""great experience"", ""sheesha"", ""oryx"", ""chill"", ""hangout"", ""hospitality"", ""services"", ""guys"", ""qatar""]",mid-range,Doha,Restaurant,"['riad', 'Dining', 'Exclusive Club']",Qatar,Bars & Lounges
27,Parisa at Souq Waqif,"At Parisa Souq Waqif restaurant, you will be dazzled by authentic Persian delights and mesmerising interiors that combine hand-painted Persian artwork of myths and legends, intricate mosaics, ornate chandeliers and thousands of tiny mirrors that were handpicked from Iran and assembled in Doha over 3.5 years that provide for an authentic Persian dining experience.",676,4.5,http://linktr.ee/parisasouq,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/84/72/43/parisa-souq-waqif.jpg,"{""current_rank"": 155, ""total"": 1658}","Al Souq Street, Doha Qatar",25.287907,51.533302,"{""1"": 24, ""2"": 11, ""3"": 30, ""4"": 117, ""5"": 494}","[""saffron rice"", ""watermelon salad"", ""stew"", ""lamb"", ""kebab"", ""bread"", ""filet"", ""shrimp"", ""iranian food"", ""iranian tea"", ""stunning decor"", ""souq waqif"", ""our waiter"", ""delicious food"", ""dining experience"", ""persian"", ""qatar"", ""mr""]",mid-range,Doha,Restaurant,"['experience', 'Arabic', 'Dining', 'Bustling Streets', 'Luxury Lounge']",Qatar,General Experience
28,Al Nahham Restaurant,"Tantalise your palate with freshly prepared mezze. Savour sensational seafood, choosing from an impressive ocean display, or delight in sublime Arabic creations infused with captivating tastes and aromas. Dine in the comfort of our eye catching restaurant designed in contemporary Arabic style. Then relax on our one-of-a-kind over water balcony with scenic views of Doha's city skyline, enjoying soothing shisha in a range of tempting Middle Eastern flavours.",1747,5.0,http://doha.anantara.com/al-nahham/,https://media-cdn.tripadvisor.com/media/photo-o/08/25/60/d9/al-naham-restaurant.jpg,"{""current_rank"": 9, ""total"": 1658}","Banana Island Resort, Doha Qatar",25.299307,51.641308,"{""1"": 5, ""2"": 4, ""3"": 12, ""4"": 71, ""5"": 1655}","[""seafood platter"", ""kunafa"", ""mixed grill"", ""hummus"", ""cake"", ""banana island"", ""arabic restaurant"", ""special thanks"", ""delicious food"", ""moroccan tea"", ""amazing restaurant"", ""our waiter"", ""excellent service"", ""amazing experience"", ""thank you so much"", ""many thanks"", ""great hospitality"", ""big thanks"", ""taking care"", ""bassem"", ""mr"", ""arabian"", ""team"", ""qatar"", ""shisha"", ""services"", ""guys"", ""cuisine""]",mid-range,Doha,Restaurant,"['Markets & Souks', 'Cuisine', 'Guest Experience', 'Luxury Lounge', 'Positive Vibes']",Qatar,General Experience
29,Q Lounge & Restaurant,"QLounge&Restaurant is an Iconic restaurant and scenic spot with wide offerings both indoors and the terrace by the pool deck.Relax and take in the panoramic views of the West Bay skyline and sea view while you enjoy a fusion of Asian Clay Pot Cuisine, including grill options complemented.",2028,5.0,https://www.anantara.com/en/banana-island-doha/restaurants/q-lounge-and-restaurant,https://media-cdn.tripadvisor.com/media/photo-o/08/2c/7e/8f/q-lounge-and-restaurant.jpg,"{""current_rank"": 4, ""total"": 1658}","Banana Island Resort by Anantara, Doha 23919 Qatar",25.295006,51.646053,"{""1"": 5, ""2"": 2, ""3"": 17, ""4"": 84, ""5"": 1920}","[""butter chicken"", ""biryani"", ""cake"", ""banana island"", ""day pass"", ""excellent service"", ""special thanks"", ""swimming pool"", ""delicious food"", ""indian food"", ""amazing hospitality"", ""amazing experience"", ""restaurant manager"", ""his team"", ""big thanks"", ""birthday celebration"", ""amazing place"", ""thank you so much"", ""amina"", ""mr"", ""anantara"", ""allan"", ""mocktails"", ""services"", ""qatar"", ""lounge"", ""shisha"", ""guys""]",luxury,Doha,Restaurant,"['experience', 'sunbeds']",Qatar,General Experience
30,Tropicana 360,"Experience sky dining at Tropicana 360, a modern rooftop gastropub set on the highest terrace in Doha. Guests can expect a cosy indoor seating and an outdoor seating offering an expansive space for shisha, overlooking a 360-degree view of Doha. Brunch every Friday and Saturday from 1 pm to 4:30 pm.",1258,4.5,https://www.dusit.com/dusitdoha-hotelandsuites/dining/tropicana-360/,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/88/8d/d2/experience-the-highest.jpg,"{""current_rank"": 121, ""total"": 1658}","Diplomatic Area 48th Floor, Dusit Hotel & Suites - Doha, West Bay, Doha 23373 Qatar",25.32771,51.53213,"{""1"": 59, ""2"": 15, ""3"": 11, ""4"": 33, ""5"": 1140}","[""dusit hotel"", ""must visit place"", ""amazing bar"", ""thank you so much"", ""amazing place"", ""taking care"", ""amazing staff"", ""great experience"", ""west bay"", ""special thanks"", ""his team"", ""service was great"", ""nice food"", ""puja"", ""pim"", ""shisha"", ""vibes"", ""dj"", ""hostess"", ""hospitality"", ""chill"", ""ms"", ""services"", ""supervisor"", ""qatar"", ""dine"", ""guys""]",mid-range,Doha,Restaurant,"['parking', 'Oreintal', 'restaurant', 'Guest Experience', 'sunbeds']",Qatar,Bars & Lounges
31,Saffron,"Authentic Thai cuisine Banyan Tree's signature award-winning restaurant that stays true to the classic culinary techniques in the Thai Kingdom. Saffron offers guests an authentic experience with cooking methods passed down from generations and indigenous ingredients, in a contemporary and artistic fashion.",465,5.0,http://www.banyantree.com/en/qatar/doha/dining/saffron,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/cc/d7/49/royal-thai-cuisine.jpg,"{""current_rank"": 8, ""total"": 1658}","Al Khaleej Street Banyan Tree Doha at La Cigale Mushaireb, Doha 4928 Qatar",25.285603,51.517147,"{""1"": 0, ""2"": 1, ""3"": 1, ""4"": 14, ""5"": 450}","[""brunch"", ""thai food"", ""coconut ice cream"", ""sorbet"", ""amuse bouche"", ""papaya salad"", ""som tam"", ""curry"", ""beef"", ""prawns"", ""cake"", ""banyan tree"", ""chef tee"", ""thai experience"", ""chief concierge"", ""special thanks"", ""authentic taste"", ""executive chef"", ""excellent service"", ""welcome drink"", ""warm hospitality"", ""great hospitality"", ""an amazing experience"", ""food was amazing"", ""thank you so much"", ""dining experience"", ""special mention"", ""big thanks"", ""restaurant manager"", ""main course""]",luxury,Doha,Restaurant,"['riad', 'Cultural', 'Vibrant Pub Vibes', 'Mindful']",Qatar,Bars & Lounges
32,STK Doha,"Elevated on The Ritz-Carlton, Doha's top floor, STK Doha reinterprets the traditional steakhouse concept, presenting a design-centric aesthetic where striking monochrome interiors are offset by the city's glittering skyline. Serving traditional dishes with a twist, the menu matches the venue's star quality. The focus on homemade recipes and high-quality ingredients means there is unmatched variety on offer, from classic and premium cuts to rare and international flavors. Exceptional meat-free options, alongside seafood, vegetarian cuisine and raw delicacies, all enhance the restaurant's popularity and VIP appeal.",1413,5.0,http://stk-doha.com/,https://media-cdn.tripadvisor.com/media/photo-m/1280/27/37/42/56/stk-doha-is-a-chic-unique.jpg,"{""current_rank"": 11, ""total"": 1658}","23rd Floor of the Ritz-Carlton West Bay Lagoon, Doha 23400 Qatar",25.379173,51.531708,"{""1"": 16, ""2"": 14, ""3"": 10, ""4"": 47, ""5"": 1326}","[""brunch"", ""steak"", ""cake"", ""le petit"", ""saturday roast"", ""ritz carlton"", ""food was amazing"", ""thank you so much"", ""birthday celebration"", ""our waiter"", ""amazing experience"", ""special thanks"", ""business lunch"", ""ladies night"", ""taking care"", ""excellent service"", ""amazing staff"", ""restaurant manager"", ""making sure"", ""big thanks"", ""dining experience"", ""elena"", ""sumit"", ""isa"", ""thuya"", ""team"", ""noor"", ""hajar"", ""dj"", ""vibes""]",luxury,Doha,Restaurant,"['Dining', 'Hospitality', 'Nightlife', 'Accessible Leisure']",Qatar,Bars & Lounges
34,Al Terrace,"Savour the rich flavours of Qatari and Indian cuisine amidst the vibrant atmosphere of Souq Waqif at Al Terrace. Our alfresco dining venue offers a unique culinary experience, where traditional Qatari dishes blend seamlessly with the bold and aromatic flavours of Indian cuisine.",942,5.0,http://www.instagram.com/alterracedoha/?igshid=YmMyMTA2M2Y%3D,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/b5/df/2a/we-are-located-in-souq.jpg,"{""current_rank"": 70, ""total"": 1658}","Al Ahmed St Al Mirqab Boutique Hotel, Doha 1274 Qatar",25.286507,51.533527,"{""1"": 8, ""2"": 6, ""3"": 17, ""4"": 71, ""5"": 840}","[""khachapuri"", ""mixed grill"", ""hummus"", ""lamb"", ""soup"", ""rice"", ""georgian food"", ""al mirqab"", ""delicious food"", ""souq waqif"", ""our waiter"", ""excellent service"", ""amazing experience"", ""great restaurant"", ""amazing place"", ""special thanks"", ""thank you so much"", ""paul"", ""habib"", ""mr"", ""cuisine"", ""shisha"", ""qatar"", ""hospitality"", ""team""]",mid-range,Doha,Restaurant,"['parking', 'Dining', 'Hospitality', 'Late Night Experience', 'lounge']",Qatar,General Experience
35,Riva,"Savour Italian dishes, hearty and healthy salads, homemade pastas, and mouthwatering pizzas - all served best with a juicy zero-based cocktail, non-alcoholic wine or artisanal water.",990,5.0,http://doha.anantara.com/riva/,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/43/09/89/riva.jpg,"{""current_rank"": 3, ""total"": 1658}","Banana Island Resort by Anantara, Doha 23919 Qatar",25.29774,51.640972,"{""1"": 3, ""2"": 4, ""3"": 6, ""4"": 42, ""5"": 935}","[""pizza"", ""seafood risotto"", ""ice cream"", ""bread"", ""banana island"", ""italian food"", ""excellent service"", ""accommodating staff"", ""special thanks"", ""thank you so much"", ""food was amazing"", ""many thanks"", ""great experience"", ""nice restaurant"", ""amazing staff"", ""zahra"", ""alina"", ""beverly"", ""mr"", ""qatar"", ""team"", ""services"", ""hospitality"", ""guys"", ""hostess""]",mid-range,Doha,Restaurant,"['Outdoor Spaces', 'restaurant', 'Accessible Leisure']",Qatar,General Experience
36,Al Shurfa Arabic Restaurant,"The laid-back, luxurious atmosphere of the restaurant and lounge reflects the overall ambience, which offers guests a stylish sanctuary in the heart of old Doha. Al Shurfa is the perfect location for dining outdoors for a relaxed celebration with friends and family, taking in the sights and sounds of the bustling Souq below and looking out across the city's waterfront. Guest can enjoy wide variety menu, special signature shisha flavours are available to choose from.",847,5.0,http://www.tivolihotels.com/en/souq-waqif-doha/restaurants/al-shurfa-arabic-lounge,https://media-cdn.tripadvisor.com/media/photo-w/19/09/6a/8b/al-shurfa.jpg,"{""current_rank"": 93, ""total"": 1658}","Souq Waqif Al Jomrok - Souq Waqif Boutique Hotels, Doha Qatar",25.289526,51.533134,"{""1"": 2, ""2"": 7, ""3"": 18, ""4"": 80, ""5"": 740}","[""mixed grill"", ""hummus"", ""chicken"", ""doha skyline"", ""al jomrok"", ""amazing shisha"", ""souq waqif"", ""west bay"", ""very nice place"", ""our waiter"", ""excellent service"", ""thank you so much"", ""outdoor seating"", ""amazing food"", ""great experience"", ""amazing staff"", ""special thanks"", ""uddin"", ""ala"", ""toms"", ""corniche"", ""sheesha"", ""walid"", ""arabic"", ""lounge"", ""mocktails"", ""chill"", ""hospitality"", ""qatar"", ""guys""]",mid-range,Doha,Restaurant,"['shuttle', 'buffet', 'Accommodation', 'Peace & Quiet']",Qatar,General Experience
38,Aqua Lounge,"The ultimate spot for poolside relaxation and al fresco restaurants in Doha, Qatar. The Aqua Lounge's international menu also includes cooling mocktails, exotic juices and delicious array of international favorites.",608,5.0,https://www.marriott.com/en-us/hotels/dohmq-marriott-marquis-city-center-doha-hotel/dining/,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/fb/48/88/aqua-lounge.jpg,"{""current_rank"": 26, ""total"": 1658}","Omar Al Mukhtar Street Marriott Marquis City Center Doha Hotel, Area 61, Al Dafna, Street #850, Doha Qatar",25.32487,51.5281,"{""1"": 6, ""2"": 3, ""3"": 8, ""4"": 28, ""5"": 563}","[""nice pool"", ""marriott marquis"", ""nice shisha"", ""excellent service"", ""doha skyline"", ""excellent experience"", ""fast service"", ""special thanks"", ""very nice place"", ""thank you so much"", ""amazing staff"", ""taking care"", ""vijay"", ""thae"", ""su"", ""namal"", ""vitoria"", ""lounge"", ""hookah"", ""chill"", ""apolo"", ""team"", ""kindness"", ""services"", ""guys"", ""qatar""]",mid-range,Doha,Restaurant,"['riad', 'buffet', 'Sports & Spirits']",Qatar,Bars & Lounges
39,Azraq at Banana Island Resort Doha by Anantara,"Discover a refreshing, modern approach to all day dining and a choice of stylish indoor and scenic outdoor spaces. Begin with an extensive breakfast buffet featuring a wide variety of healthy and hearty favourites, in addition to a la carte specialties. Return for casual lunches and elegant simple dinners, with a la carte menus and mouthwatering buffets infusing the interactive elements of live cooking stations and show kitchens. A world of exciting flavours ranges from Western, Asian and Middle Eastern cuisines to chef's signature dishes, complemented by fresh fruit and vegetable juices, inventive mocktails, gourmet coffees and teas.",1774,5.0,http://doha.anantara.com/azraq,https://media-cdn.tripadvisor.com/media/photo-o/15/49/e1/93/azraq-at-banana-island.jpg,"{""current_rank"": 7, ""total"": 1658}","Banana Island Resort Doha by Anantara Shyoukh Port Corniche, Doha Qatar",25.298704,51.640926,"{""1"": 1, ""2"": 1, ""3"": 20, ""4"": 95, ""5"": 1657}","[""brunch"", ""pancakes"", ""sushi"", ""salad"", ""amazing breakfast"", ""special thanks"", ""excellent service"", ""breakfast buffet"", ""international buffet"", ""great experience"", ""delicious food"", ""great hospitality"", ""restaurant manager"", ""see you soon"", ""special mention"", ""thank you so much"", ""amazing place"", ""taking care"", ""vipin"", ""mr"", ""rin"", ""team"", ""arabic"", ""varieties"", ""services"", ""resto"", ""reception"", ""iftar"", ""requests"", ""hostess""]",mid-range,Doha,Restaurant,"['parking', 'Outdoor Spaces']",Qatar,General Experience
40,Sel & Miel Doha,"Welcome to a modern French Brasserie in Doha; a space conceived for the modern clientele embracing ""la joie de vivre"" philosophy. Reminiscent of Parisian lifestyle, this brasserie delivers delicious authentic French cuisine prepared to perfection by our culinary experts. Sel & Miel showcases relaxed interiors with four different seating sections including an indoor and outdoor terrace with a natural sunshine and views of the turquoise blue waters of the Gulf.",848,5.0,http://selmieldoha.com/,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/b0/47/bc/sel-miel-outdoor-terrace.jpg,"{""current_rank"": 6, ""total"": 1658}","West Bay Lagoon The Ritz-Carlton, Doha 23400 Qatar",25.37917,51.531593,"{""1"": 7, ""2"": 8, ""3"": 10, ""4"": 42, ""5"": 781}","[""brunch"", ""raclette"", ""escargot"", ""onion soup"", ""duck"", ""steak"", ""cake"", ""the ritz carlton"", ""truffle honey"", ""chef gary"", ""parisian breakfast"", ""lazy lunch"", ""business lunch"", ""our waiter"", ""friday breakfast"", ""excellent service"", ""amazing breakfast"", ""amazing experience"", ""set menu"", ""dining experience"", ""special thanks"", ""mouth watering"", ""thank you so much"", ""special mention"", ""amazing place"", ""gerardo"", ""kadek"", ""ainhoa"", ""lenin"", ""salt""]",mid-range,Doha,Restaurant,"['buffet', 'Guest Experience', 'Sports & Spirits']",Qatar,Bars & Lounges
41,Spice Market,"Explore the quintessential destination for the best authentic Southeast Asian cuisine at the heart of Doha, Qatar. Immerse yourself in vibrant flavors where each dish tells a story of tradition and excellence. Our menu is a symphony of Southeast Asian spices, complemented by the best sushi in Doha, enjoyed in our new Sushi Lounge, meticulously crafted by our skilled chefs. The warm, exotic ambiance mirrors the bustling markets of Southeast Asia, creating the perfect setting for a memorable dining experience.",5949,5.0,http://www.spicemarketdoha.com,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/52/e3/cc/spice-market.jpg,"{""current_rank"": 12, ""total"": 1658}","West Bay W Doha, Doha Qatar",25.328636,51.530106,"{""1"": 43, ""2"": 60, ""3"": 160, ""4"": 711, ""5"": 4975}","[""brunch"", ""sushi"", ""pad thai"", ""soup"", ""cake"", ""ginger margaritas"", ""w hotel"", ""supper club"", ""w doha"", ""business lunch"", ""excellent service"", ""our waiter"", ""amazing food"", ""special thanks"", ""taking care"", ""great experience"", ""thank you so much"", ""hatem"", ""hilda"", ""shijo"", ""friday"", ""mr"", ""team"", ""market"", ""qatar"", ""hospitality""]",luxury,Doha,Restaurant,"['experience', 'Arabic', 'Beverages', 'Ocean Bites', 'Luxury Lounge', 'Mindful']",Qatar,Bars & Lounges
42,Jamavar Doha,"Taking its name from the intricate and vibrant 16th century shawls of Kashmir, Jamavar is a culinary jewel from India. At Jamavar Doha, we invite you to reignite your senses by taking a culinary journey across the exciting flavours and fragrant spices of India, ranging from the Royal Kitchens of the North to succulent options from the shores of the South.",680,5.0,https://jamavarrestaurants.com/indian-restaurant-doha/,https://media-cdn.tripadvisor.com/media/photo-o/1d/bc/4f/71/jamavar-doha.jpg,"{""current_rank"": 22, ""total"": 1658}","Al Corniche Street Sheraton Grand Doha Resort & Convention Hotel, Doha 6000 Qatar",25.31856,51.536903,"{""1"": 3, ""2"": 0, ""3"": 4, ""4"": 31, ""5"": 643}","[""paneer tikka"", ""lemon sorbet"", ""rasmalai"", ""butter chicken"", ""tasting menu"", ""prawns"", ""seafood"", ""indian food"", ""best indian"", ""amazing food"", ""sheraton hotel"", ""amazing experience"", ""special thanks"", ""excellent service"", ""fine dining"", ""special mention"", ""set menu"", ""world cup"", ""special occasion"", ""birthday dinner"", ""great ambience"", ""our waiter"", ""business lunch"", ""restaurant manager"", ""his team"", ""take care"", ""thank you so much"", ""naman"", ""shiva"", ""akash""]",luxury,Doha,Restaurant,"['Hotel Staff', 'Chic Cocktail Bars', 'sunbeds']",Qatar,Bars & Lounges
43,Bayt El-Talleh Restaurant,Levantine Cuisine.. Breakfast Lunch Dinner Timing: Breakfast: 9-11:30AM Lunch: 1-5PM Dinner: 6:00 - 11:30PM,504,4.5,http://www.akh.com.qa,https://media-cdn.tripadvisor.com/media/photo-o/26/c2/a5/24/caption.jpg,"{""current_rank"": 139, ""total"": 1658}","Katara Hills, Doha Qatar",25.363459,51.52508,"{""1"": 31, ""2"": 13, ""3"": 13, ""4"": 18, ""5"": 429}","[""mixed grill"", ""ice cream"", ""grilled meat"", ""hummus"", ""set menu"", ""delicious food"", ""amazing lunch"", ""lebanese restaurant"", ""family lunch"", ""kind service"", ""excellent service"", ""amazing atmosphere"", ""great host"", ""main course"", ""special thanks"", ""the pearl"", ""great experience"", ""rami"", ""qatar"", ""lebanon"", ""reception"", ""hospitality"", ""waiters"", ""desert"", ""services"", ""team"", ""shisha"", ""guys"", ""friday""]",low,Doha,Restaurant,"['Local Flavors', 'Accessible Leisure', 'Wellness & Balance']",Qatar,General Experience
44,Infinity Rooftop Lounge,"As the sun sets and Doha sparkles into life, admire the breathtaking panoramic views of Doha's magnificent skyline while sipping on specialty beverages from around the world. Inspired by the novel 'Around the World in 80 Days', offered in our menu with a combination of infinite tastes and flavors are 42 cocktails from 28 countries designed to reflect an old novel with maps of the world. Enjoy a selection of classic beverages made famous during the US prohibition era, with their distinctive woody and bitter flavors, to exotic, spicy Asian creations or sweetness and fruity Caribbean dreams. Toast that special occasion with one of our six signature cocktails one from each continent or sip a classic captivating long drink as you watch the world below you passing by whilst enjoying the ambiance of the uplifting music",106,4.5,http://www.alwadihoteldoha.com/restaurants-bars/infinity-rooftop-bar/,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/2d/25/85/infinity.jpg,"{""current_rank"": 10, ""total"": 32}","Corner of Wadi Musheireb and Jassim bin Mohammed Street Alwadi Hotel Doha MGallery, Doha 24910 Qatar",25.285511,51.5308,"{""1"": 6, ""2"": 1, ""3"": 4, ""4"": 5, ""5"": 90}","[""excellent place to unwind"", ""m gallery"", ""live dj"", ""souq waqif"", ""amazing night"", ""delicious food"", ""special thanks"", ""hostess"", ""fatima"", ""corniche"", ""team"", ""ambience"", ""waiters"", ""guys"", ""ms""]",mid-range,Doha,Restaurant,['restaurant'],Qatar,Bars & Lounges
45,Paper Moon,"Known as one of the best Italian restaurants in Doha, Paper Moon Doha is conveniently located on the first floor of the iconic new Jaidah Square Building on Al Matar Street. Smoking indoors is prohibited.",3040,5.0,http://www.papermoondoha.com,https://media-cdn.tripadvisor.com/media/photo-o/12/e4/d2/c2/welcome-to-the-authentic.jpg,"{""current_rank"": 42, ""total"": 1658}","Jaidah Square, Doha po 30463 Qatar",25.272913,51.54466,"{""1"": 19, ""2"": 21, ""3"": 68, ""4"": 255, ""5"": 2677}","[""brunch"", ""pizza"", ""tiramisu"", ""risotto"", ""bread"", ""salad"", ""steak"", ""italian food"", ""excellent service"", ""italian restaurant in doha"", ""amazing food"", ""business lunch"", ""special thanks"", ""recommend this restaurant"", ""thank you so much"", ""birthday celebration"", ""taking care"", ""amazing experience"", ""amazing place"", ""ahmed"", ""peter"", ""bal"", ""anas"", ""hospitality"", ""team"", ""guys"", ""services"", ""qatar""]",luxury,Doha,Restaurant,"['riad', 'Hospitality', 'Accessible Leisure']",Qatar,General Experience
46,Sora Rooftop,"Sora is a contemporary Japanese Rooftop & fine dining Restaurant, perched on the 21st floor of Park Hyatt Doha, at Msheireb Doha Downtown. Famous for its epic view of Doha Corniche overlooking all west bay area. Sora offers an artfully curated dining experience for those looking for a refined Japanese cuisine such sushi, Robata, tempura and many more to be paired with the perfect beverages to enhance your experience. Sora Rooftop is an ideal venue to enjoy an afterwork Happy Hour lunch or a dinner with family or friends and a vibrant spot for a Friday Brunch.",295,5.0,http://www.hyattrestaurants.com/en/doha/restaurant/sora-rooftop?src=prop_dohph_en_sm_opus_insta_park_x_pro_x,https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/ad/a9/0b/sora-rooftop-chef-s-platter.jpg,"{""current_rank"": 84, ""total"": 1658}","Al Khail St. In Park Hyatt, Doha Qatar",25.285574,51.52632,"{""1"": 4, ""2"": 6, ""3"": 2, ""4"": 7, ""5"": 276}","[""brunch"", ""sushi"", ""prawn tempura"", ""wagyu beef"", ""cod"", ""tacos"", ""cake"", ""chef ryan"", ""park hyatt"", ""doha skyline"", ""chef shiva"", ""pa pa"", ""amazing mocktails"", ""perfect place to celebrate"", ""outdoor view"", ""rose petals"", ""japanese cuisine"", ""outstanding staff"", ""special thanks"", ""amazing experience"", ""food and wine"", ""dinner experience"", ""making sure"", ""great drinks"", ""whole team"", ""special occasion"", ""west bay"", ""ladies night"", ""great hospitality"", ""birthday celebration""]",luxury,Doha,Restaurant,"['Cuisine', 'Lounge & Leisure']",Qatar,Bars & Lounges
47,Hunters Room & Grill,"A contemporary Steakhouse with an open show kitchen that presents enticing aromas. Offering quality cuts from around the world, offering our eat well menu options, Hunters Room & Grill provides a great dining experience in a unique style of serving.",1024,5.0,http://www.huntersdoha.com,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/e5/14/82/hunters-dishes.jpg,"{""current_rank"": 65, ""total"": 1658}","Salwa Road The Westin Doha Hotel & Spa, Doha Qatar",25.276157,51.512905,"{""1"": 6, ""2"": 6, ""3"": 13, ""4"": 86, ""5"": 913}","[""brunch"", ""steak"", ""salad"", ""cake"", ""cooked to perfection"", ""our waiter"", ""meat lovers"", ""westin hotel"", ""excellent service"", ""amazing food"", ""side dishes"", ""lovely dinner"", ""special thanks"", ""dining experience"", ""great experience"", ""birthday dinner"", ""big thanks"", ""wayne"", ""abel"", ""anas"", ""tomahawk"", ""alla"", ""mr"", ""medium"", ""team"", ""hospitality"", ""guys"", ""qatar""]",luxury,Doha,Restaurant,"['riad', 'Outdoor Spaces', 'Hospitality', 'Ocean Bites', 'lounge']",Qatar,Bars & Lounges
48,Parisa,"Parisa, which means ""an angel"", is the newest Persian cuisine in Doha and invites diners to enjoy an exciting style of contemporary Persian delights at its finest. The sea view restaurant at Sharq Village & Spa overlooking Doha Bay is the perfect backdrop for memorable dining experiences in an elegant, stylish ambiance. The interior design with its color scheme of purple and grey is complemented by exclusive decor reflecting the Persian tradition.",320,4.5,http://www.ritzcarlton.com/en/hotels/qatar/sharq-village/dining/parisa,https://media-cdn.tripadvisor.com/media/photo-o/11/25/ee/e3/sea-view-from-parisa.jpg,"{""current_rank"": 120, ""total"": 1658}","Ras Abu Aboud Street Sharq Village & Spa, Ritz-Carlton Hotel, Doha 26662 Qatar",25.285854,51.5554,"{""1"": 3, ""2"": 5, ""3"": 7, ""4"": 47, ""5"": 258}","[""saffron ice cream"", ""kebab"", ""lamb chops"", ""bread"", ""sharq village"", ""iranian food"", ""persian restaurant"", ""excellent food"", ""sit outside"", ""great ambience"", ""taking care"", ""zack""]",mid-range,Doha,Restaurant,['parking'],Qatar,General Experience
50,Mood's Cafe-Restaurant,Where Ocean Meets Flavor in Casablanca. Ocean View  Cafe-Restaurant Live Music Shows Travelers' Choice Award  Valet Parking,422,5.0,http://moods.ma,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/05/9b/64/l-adresse-ultime-pour.jpg,"{""current_rank"": 3, ""total"": 1054}","Rue Mourabitine Marina Shopping Center, Casablanca 20000 Morocco",33.60659,-7.619182,"{""1"": 11, ""2"": 6, ""3"": 11, ""4"": 16, ""5"": 378}","[""lobster"", ""caviar"", ""paella"", ""fresh seafood"", ""port view"", ""highly recommend this restaurant"", ""food was great"", ""ibrahim"", ""server"", ""ocean"", ""ambience"", ""waiters""]",mid-range,Casablanca,Restaurant,"['experience', 'Heritage', 'Food & Drink', 'Peace & Quiet', 'Spiritual']",Morocco,General Experience
51,Le Jasmine,"""Le Jasmine"" restaurant: ""Le Jasmine"" restaurant will allure you... and offer splendid gastronomic moments around a carte joining the most beautiful recipes and the rich Moroccan products. Its stained glass ceiling, its rich color windows, its furniture, its crockery and silverware are harmonized to create a refined and cordial Art Deco space. A traditional and typical marocan cuisine will slap you up. Its stained glass ceiling, its rich color windows, its furniture, its crockery and silverware are harmonized to create a refined and cordial Art Deco space.",240,5.0,https://www.hotelledoge.com/en/le-jasmine.html,https://media-cdn.tripadvisor.com/media/photo-m/1280/13/d7/1b/59/le-jasmine.jpg,"{""current_rank"": 2, ""total"": 1054}","9 Rue du Dr Veyre Hotel Particulier Le Doge - Relais & Chateaux, Casablanca 20250 Morocco",33.59276,-7.62335,"{""1"": 1, ""2"": 3, ""3"": 7, ""4"": 28, ""5"": 201}","[""monkfish"", ""lebanese mezze"", ""pastilla"", ""beef"", ""bread"", ""hotel le"", ""amazing moroccan food"", ""quality food"", ""moroccan restaurant"", ""first floor"", ""beautiful restaurant"", ""last night"", ""doge"", ""starters"", ""ambience"", ""morocco""]",luxury,Casablanca,Restaurant,['Accommodation'],Morocco,Bars & Lounges
